OrderID,Date,ProductID,Product,Category,Quantity,Price,Customer,BranchID
ORD-100062,2024-03-31,P009,Apple,Produce,1,1.32,Sara Ali,SHR-ZAG-01
ORD-100063,2024-08-21,P003,Milk,Dairy,5,$3.85,,ISL-FAI-01
ORD-100064,2024-11-09,P009,Apple,Produce,5,1.14,,CAI-HEL-03
ORD-100065,2024-08-18,P005,Cheese,Dairy,3," 4.95 ",Mona Adel,SHR-ZAG-01
ORD-100066,2024-08-13,P002,Tea,Beverage,2,$3.00,Sara Ali,GIZ-6OCT-02
ORD-100067,2024-03-11,P003,Milk,dairy,4,3.50,Ahmed Kamal,ISL-FAI-01
ORD-100068,2024-06-18,P009,Apple,Produce,4,1.20,Ahmed Kamal,CAI-NAS-02
ORD-100069,2024-10-26,P001,Coffee,Beverage,4,3.8,Mona Adel,ALX-MAN-02
ORD-100070,2024-07-18,P007,Rice,Grocery,5,6.05,Mona Adel,ISL-FAI-01
ORD-100071,2024-08-11,P008,Pasta,Grocery,4," 4.00 ",,CAI-HEL-03
ORD-100072,2024-03-06,P010,Banana,produce,1,0.95,Ahmed Kamal,ALX-MAN-02
ORD-100073,2024-03-10,P008,Pasta,Grocery,1," 4.00 ",,CAI-NAS-02
ORD-100074,2024-06-16,P006,Chicken,Meat,3,$7.12,,ALX-MAN-02
ORD-100075,2024-01-10,P009,Apple,Produce,3,1.2,John Smith,ISL-FAI-01
ORD-100076,2024-01-16,P004,Bread,bakery,1,2.75,,GIZ-6OCT-02
ORD-100077,2024-12-08,P002,Tea,Beverage,2,$2.85,Mohamed Hassan,MNF-SHB-01
ORD-100078,2024-11-06,P010,Banana,Produce,2,1.0,Mona Adel,GHAR-TAN-01
ORD-100079,2024-10-21,P007,Rice,grocery,2,5.50,Mona Adel,ALX-SMO-01
ORD-100080,2024-12-16,P010,Banana,Produce,5,$1.00,Fatma Said,CAI-DOW-01
ORD-100081,2024-02-05,P009,Apple,produce,1," 1.14 ",Fatma Said,ALX-SMO-01
ORD-100082,2024-11-21,P008,Pasta,Grocery,4,$4.00,,CAI-NAS-02
ORD-100083,2024-08-26,P007,Rice,Grocery,3,5.50,Sara Ali,DAR-DAM-01
ORD-100084,2024-05-22,P008,Pasta,Grocery,4," 4.40 ",,GHAR-TAN-01
ORD-100085,2024-06-15,P003,Milk,Dairy,2,$3.50,Mona Adel,MNF-SHB-01
ORD-100086,2024-10-11,P001,Coffee,Beverage,2,4.00,,SHR-ZAG-01
ORD-100087,2024-10-11,P004,Bread,bakery,4,2.375,Omar Youssef,CAI-DOW-01
ORD-100088,2024-07-26,P004,Bread,Bakery,5," 2.50 ",Fatma Said,CAI-NAS-02
ORD-100089,2024-08-05,P009,Apple,Produce,3,$1.14,Omar Youssef,ALX-SMO-01
ORD-100090,2024-03-02,P004,Bread,bakery,1,2.75,,MNF-SHB-01
ORD-100091,2024-05-21,P010,Banana,Produce,5,1.0,Mona Adel,SHR-ZAG-01
ORD-100092,2024-04-26,P006,Chicken,meat,3,7.50,John Smith,ISL-FAI-01
ORD-100093,2024-10-10,P005,Cheese,Dairy,4,4.5,,GIZ-6OCT-02
ORD-100094,2024-09-02,P008,Pasta,Grocery,2,$4.00,,QAL-BAN-01
ORD-100095,2024-02-28,P002,Tea,beverage,4,3.0,Mona Adel,LUX-LUX-01
ORD-100096,2024-02-13,P004,Bread,Bakery,5,2.38,Ahmed Kamal,DAR-DAM-01
ORD-100097,2024-08-18,P008,Pasta,Grocery,5,$3.80,John Smith,MNF-SHB-01
ORD-100098,2024-11-08,P002,Tea,beverage,2,3.0,Mohamed Hassan,ISL-FAI-01
ORD-100099,2024-10-09,P002,Tea,Beverage,1," 2.85 ",,GIZ-6OCT-02
ORD-100100,2024-05-29,P001,Coffee,beverage,3," 4.00 ",Omar Youssef,MNF-SHB-01
ORD-100101,2024-05-15,P010,Banana,Produce,4,1.00,Mona Adel,QAL-BAN-01
ORD-100102,2024-03-13,P002,Tea,Beverage,2,$3.00,,GHAR-TAN-01
ORD-100103,2024-12-18,P005,Cheese,Dairy,3," 4.95 ",John Smith,GIZ-DOK-01
ORD-100104,2024-08-09,P006,Chicken,meat,3,7.5,John Smith,GIZ-6OCT-02
ORD-100105,2024-12-10,P005,Cheese,Dairy,1," 4.50 ",,SUZ-SUZ-01
ORD-100106,2024-05-22,P003,Milk,Dairy,4,3.3249999999999997,Ahmed Kamal,MNF-SHB-01
ORD-100107,2024-06-19,P006,Chicken,Meat,2," 7.50 ",Mona Adel,ALX-MAN-02
ORD-100108,2024-12-05,P007,Rice,Grocery,1,5.225,Fatma Said,GIZ-6OCT-02
ORD-100109,2024-02-29,P007,Rice,Grocery,1," 6.05 ",Omar Youssef,MNF-SHB-01
ORD-100110,2024-09-22,P006,Chicken,meat,4,7.125,Mohamed Hassan,GIZ-6OCT-02
ORD-100111,2024-05-27,P008,Pasta,Grocery,1,4.00,Mona Adel,SHR-ZAG-01
ORD-100112,2024-10-09,P001,Coffee,Beverage,4,4.00,Sara Ali,CAI-HEL-03
ORD-100113,2024-08-24,P002,Tea,Beverage,4,$3.00,,SUZ-SUZ-01
ORD-100114,2024-08-29,P004,Bread,bakery,5," 2.50 ",Mohamed Hassan,GIZ-DOK-01
ORD-100115,2024-02-05,P005,Cheese,Dairy,3,$4.95,Mona Adel,CAI-NAS-02
ORD-100116,2024-06-01,P010,Banana,Produce,4," 1.00 ",Fatma Said,MNF-SHB-01
ORD-100117,2024-06-19,P009,Apple,Produce,4,$1.14,Omar Youssef,DAR-DAM-01
ORD-100118,2024-10-19,P007,Rice,Grocery,4,$5.50,Ahmed Kamal,CAI-NAS-02
ORD-100119,2024-07-16,P003,Milk,Dairy,1,$3.50,,DAR-DAM-01
ORD-100120,2024-02-21,P009,Apple,Produce,1," 1.20 ",Mohamed Hassan,GHAR-TAN-01
ORD-100121,2024-02-08,P008,Pasta,Grocery,3," 4.40 ",Fatma Said,GHAR-TAN-01
ORD-100122,2024-12-11,P009,Apple,Produce,3,1.14,Omar Youssef,ALX-SMO-01
ORD-100123,2024-11-19,P005,Cheese,Dairy,1,4.2749999999999995,Sara Ali,GIZ-6OCT-02
ORD-100124,2024-08-15,P003,Milk,Dairy,1,$3.50,Mona Adel,GIZ-6OCT-02
ORD-100125,2024-07-02,P006,Chicken,Meat,2," 7.50 ",Mohamed Hassan,MNF-SHB-01
ORD-100126,2024-03-28,P003,Milk,Dairy,5,3.32,Mohamed Hassan,SHR-ZAG-01
ORD-100127,2024-04-28,P008,Pasta,Grocery,4,4.0,,SHR-ZAG-01
ORD-100128,2024-05-27,P009,Apple,Produce,1,$1.14,Mona Adel,GIZ-6OCT-02
ORD-100129,2024-11-23,P007,Rice,Grocery,4,5.50,,ALX-MAN-02
ORD-100130,2024-02-24,P004,Bread,Bakery,5,$2.50,Mona Adel,SHR-ZAG-01
ORD-100131,2024-01-12,P007,Rice,Grocery,1,6.050000000000001,,CAI-NAS-02
ORD-100132,2024-05-26,P004,Bread,Bakery,3,2.50,Mohamed Hassan,SHR-ZAG-01
ORD-100133,2024-11-17,P002,Tea,Beverage,3,2.8499999999999996,Mohamed Hassan,GIZ-DOK-01
ORD-100134,2024-02-16,P005,Cheese,dairy,4,4.50,Fatma Said,ALX-SMO-01
ORD-100135,2024-09-28,P009,Apple,Produce,2," 1.20 ",Mona Adel,GHAR-TAN-01
ORD-100136,2024-06-22,P002,Tea,Beverage,1,3.00,Ahmed Kamal,LUX-LUX-01
ORD-100137,2024-10-12,P006,Chicken,Meat,4,$7.50,,ALX-SMO-01
ORD-100138,2024-07-07,P005,Cheese,Dairy,4,4.5,,SHR-ZAG-01
ORD-100139,2024-01-13,P010,Banana,Produce,3,1.10,,LUX-LUX-01
ORD-100140,2024-12-24,P005,Cheese,Dairy,1,4.5,Mona Adel,MNF-SHB-01
ORD-100141,2024-09-09,P002,Tea,Beverage,2,3.30,Fatma Said,ALX-MAN-02
ORD-100142,2024-12-09,P009,Apple,Produce,5," 1.20 ",,CAI-HEL-03
ORD-100143,2024-11-11,P007,Rice,Grocery,1,5.50,Omar Youssef,ALX-SMO-01
ORD-100144,2024-07-04,P002,Tea,Beverage,5,3.0,Omar Youssef,QAL-BAN-01
ORD-100145,2024-03-03,P008,Pasta,grocery,2,4.4,Fatma Said,MNF-SHB-01
ORD-100146,2024-05-04,P003,Milk,Dairy,2,3.50,Omar Youssef,GHAR-TAN-01
ORD-100147,2024-06-17,P003,Milk,Dairy,1,3.50,Mona Adel,LUX-LUX-01
ORD-100148,2024-03-30,P002,Tea,Beverage,2,$3.00,Omar Youssef,ALX-SMO-01
ORD-100149,2024-10-28,P006,Chicken,meat,2,7.5,Ahmed Kamal,CAI-DOW-01
ORD-100150,2024-09-26,P002,Tea,Beverage,4,$2.85,Sara Ali,DAR-DAM-01
ORD-100151,2024-08-19,P009,Apple,Produce,5,$1.20,John Smith,GIZ-6OCT-02
ORD-100152,2024-02-01,P008,Pasta,Grocery,4," 4.00 ",,CAI-NAS-02
ORD-100153,2024-02-07,P002,Tea,beverage,5,3.0,Fatma Said,QAL-BAN-01
ORD-100154,2024-07-14,P010,Banana,produce,3," 0.95 ",Sara Ali,ALX-SMO-01
ORD-100155,2024-12-01,P009,Apple,Produce,4,1.14,,SHR-ZAG-01
ORD-100156,2024-07-23,P007,Rice,Grocery,3,$5.22,Fatma Said,QAL-BAN-01
ORD-100157,2024-03-19,P008,Pasta,Grocery,1,4.0,Fatma Said,QAL-BAN-01
ORD-100158,2024-03-07,P009,Apple,Produce,5,$1.32,Ahmed Kamal,SUZ-SUZ-01
ORD-100159,2024-06-30,P007,Rice,Grocery,3,$6.05,Omar Youssef,SHR-ZAG-01
ORD-100160,2024-03-20,P008,Pasta,grocery,1,$4.00,Mona Adel,GIZ-DOK-01
ORD-100161,2024-10-20,P004,Bread,Bakery,5,2.75,Mona Adel,ALX-SMO-01
ORD-100162,2024-01-15,P003,Milk,dairy,3,$3.50,Mohamed Hassan,MNF-SHB-01
ORD-100163,2024-10-16,P007,Rice,Grocery,2,5.5,Omar Youssef,SUZ-SUZ-01
ORD-100164,2024-07-11,P007,Rice,Grocery,3,$5.50,Fatma Said,MNF-SHB-01
ORD-100165,2024-10-17,P010,Banana,Produce,1,1.00,John Smith,MNF-SHB-01
ORD-100166,2024-12-11,P002,Tea,Beverage,4," 2.85 ",Ahmed Kamal,GHAR-TAN-01
ORD-100167,2024-05-19,P004,Bread,bakery,1," 2.50 ",,ALX-MAN-02
ORD-100168,2024-09-26,P005,Cheese,dairy,2,4.2749999999999995,Mona Adel,MNF-SHB-01
ORD-100169,2024-04-18,P003,Milk,dairy,3,3.5,Ahmed Kamal,SHR-ZAG-01
ORD-100170,2024-03-30,P003,Milk,dairy,5,$3.50,John Smith,CAI-DOW-01
ORD-100171,2024-08-11,P001,Coffee,Beverage,1," 4.00 ",Ahmed Kamal,GIZ-6OCT-02
ORD-100172,2024-05-28,P002,Tea,Beverage,1,3.00,,DAR-DAM-01
ORD-100173,2024-12-19,P006,Chicken,Meat,4,7.50,Ahmed Kamal,ALX-SMO-01
ORD-100174,2024-09-25,P002,Tea,Beverage,3,3.00,Mohamed Hassan,GHAR-TAN-01
ORD-100175,2024-02-09,P009,Apple,Produce,5,1.32,Fatma Said,ALX-SMO-01
ORD-100176,2024-06-28,P003,Milk,dairy,1,$3.50,Mohamed Hassan,SHR-ZAG-01
ORD-100177,2024-12-01,P002,Tea,Beverage,4," 2.85 ",Fatma Said,GIZ-6OCT-02
ORD-100178,2024-11-17,P006,Chicken,Meat,4," 7.50 ",Mona Adel,QAL-BAN-01
ORD-100179,2024-05-20,P010,Banana,Produce,3,1.1,,SHR-ZAG-01
ORD-100180,2024-01-20,P001,Coffee,Beverage,3,4.0,Ahmed Kamal,ALX-MAN-02
ORD-100181,2024-08-24,P010,Banana,Produce,1,0.95,,CAI-NAS-02
ORD-100182,2024-09-13,P003,Milk,Dairy,4,$3.50,Sara Ali,CAI-NAS-02
ORD-100183,2024-09-15,P003,Milk,Dairy,2," 3.32 ",Mohamed Hassan,DAR-DAM-01
ORD-100184,2024-07-05,P006,Chicken,Meat,4,$7.12,John Smith,SUZ-SUZ-01
ORD-100185,2024-11-19,P006,Chicken,meat,3," 7.50 ",Mohamed Hassan,ISL-FAI-01
ORD-100186,2024-06-19,P002,Tea,Beverage,2,$3.00,Ahmed Kamal,LUX-LUX-01
ORD-100187,2024-03-07,P010,Banana,Produce,3," 1.10 ",Fatma Said,LUX-LUX-01
ORD-100188,2024-03-06,P009,Apple,produce,4,$1.32,Mona Adel,CAI-NAS-02
ORD-100189,2024-04-02,P004,Bread,Bakery,4,2.50,Mohamed Hassan,QAL-BAN-01
ORD-100190,2024-02-09,P005,Cheese,Dairy,5,4.95,Mohamed Hassan,GIZ-DOK-01
ORD-100191,2024-11-01,P007,Rice,Grocery,2,5.50,John Smith,CAI-HEL-03
ORD-100192,2024-07-29,P006,Chicken,Meat,4,$8.25,,GIZ-6OCT-02
ORD-100193,2024-04-29,P009,Apple,Produce,3,1.14,,GIZ-DOK-01
ORD-100194,2024-08-24,P005,Cheese,Dairy,5," 4.95 ",Omar Youssef,GIZ-DOK-01
ORD-100195,2024-11-05,P003,Milk,Dairy,1,$3.32,Sara Ali,CAI-DOW-01
ORD-100196,2024-12-30,P009,Apple,produce,3,1.20,Mohamed Hassan,GIZ-6OCT-02
ORD-100197,2024-08-11,P002,Tea,Beverage,4,3.0,Ahmed Kamal,CAI-HEL-03
ORD-100198,2024-09-14,P006,Chicken,meat,4,$7.50,Fatma Said,ISL-FAI-01
ORD-100199,2024-02-20,P006,Chicken,Meat,2,$7.50,,ISL-FAI-01
ORD-100200,2024-12-22,P003,Milk,Dairy,4,3.8500000000000005,John Smith,GHAR-TAN-01
ORD-100201,2024-05-11,P004,Bread,bakery,5," 2.75 ",Mona Adel,LUX-LUX-01
ORD-100202,2024-05-01,P005,Cheese,Dairy,1," 4.50 ",,GIZ-6OCT-02
ORD-100203,2024-02-02,P002,Tea,Beverage,5,3.3000000000000003,Omar Youssef,SUZ-SUZ-01
ORD-100204,2024-03-14,P005,Cheese,dairy,1,$4.95,Ahmed Kamal,SUZ-SUZ-01
ORD-100205,2024-04-05,P002,Tea,Beverage,3,3.0,,ALX-MAN-02
ORD-100206,2024-01-23,P007,Rice,Grocery,3,$5.50,Fatma Said,ISL-FAI-01
ORD-100207,2024-05-03,P002,Tea,Beverage,3,3.0,Fatma Said,CAI-DOW-01
ORD-100208,2024-11-25,P003,Milk,dairy,4,3.50,,LUX-LUX-01
ORD-100209,2024-01-19,P005,Cheese,Dairy,1,4.5,Mona Adel,LUX-LUX-01
ORD-100210,2024-09-20,P007,Rice,Grocery,4,5.5,Omar Youssef,CAI-NAS-02
ORD-100211,2024-05-26,P006,Chicken,Meat,3,7.5,Ahmed Kamal,GHAR-TAN-01
ORD-100212,2024-07-23,P008,Pasta,Grocery,3," 4.00 ",Fatma Said,GHAR-TAN-01
ORD-100213,2024-09-22,P005,Cheese,Dairy,4," 4.50 ",Mohamed Hassan,LUX-LUX-01
ORD-100214,2024-10-06,P005,Cheese,Dairy,1,$4.50,Mona Adel,ALX-MAN-02
ORD-100215,2024-08-16,P010,Banana,Produce,2,$0.95,Fatma Said,LUX-LUX-01
ORD-100216,2024-11-10,P007,Rice,Grocery,1," 5.50 ",Mohamed Hassan,GHAR-TAN-01
ORD-100217,2024-01-16,P003,Milk,dairy,4,3.50,Fatma Said,QAL-BAN-01
ORD-100218,2024-07-04,P007,Rice,Grocery,1,6.05,Fatma Said,ALX-MAN-02
ORD-100219,2024-07-09,P008,Pasta,Grocery,5,$4.00,Mona Adel,QAL-BAN-01
ORD-100220,2024-05-07,P002,Tea,Beverage,2," 2.85 ",Sara Ali,DAR-DAM-01
ORD-100221,2024-05-14,P005,Cheese,Dairy,2,$4.95,,ALX-MAN-02
ORD-100222,2024-04-12,P002,Tea,Beverage,1,2.85,,SHR-ZAG-01
ORD-100223,2024-02-14,P006,Chicken,Meat,1,$8.25,Mohamed Hassan,CAI-NAS-02
ORD-100224,2024-12-30,P003,Milk,Dairy,5,3.5,Mohamed Hassan,ISL-FAI-01
ORD-100225,2024-05-01,P008,Pasta,Grocery,3,$4.40,Mohamed Hassan,ISL-FAI-01
ORD-100226,2024-11-09,P002,Tea,Beverage,3," 2.85 ",Ahmed Kamal,CAI-HEL-03
ORD-100227,2024-10-21,P002,Tea,Beverage,3," 3.00 ",Fatma Said,SUZ-SUZ-01
ORD-100228,2024-03-06,P009,Apple,Produce,2," 1.20 ",John Smith,CAI-DOW-01
ORD-100229,2024-03-04,P009,Apple,Produce,3,1.20,Omar Youssef,CAI-DOW-01
ORD-100230,2024-06-26,P009,Apple,Produce,1,1.20,Mona Adel,GIZ-DOK-01
ORD-100231,2024-03-05,P005,Cheese,Dairy,5,4.50,Mohamed Hassan,MNF-SHB-01
ORD-100232,2024-03-28,P010,Banana,Produce,3,1.1,John Smith,ALX-MAN-02
ORD-100233,2024-02-11,P001,Coffee,Beverage,3," 4.00 ",John Smith,ALX-SMO-01
ORD-100234,2024-09-11,P009,Apple,Produce,3,1.14,Ahmed Kamal,ALX-MAN-02
ORD-100235,2024-06-01,P008,Pasta,Grocery,1," 4.00 ",,GIZ-DOK-01
ORD-100236,2024-04-14,P006,Chicken,Meat,2,$7.50,Fatma Said,QAL-BAN-01
ORD-100237,2024-07-23,P003,Milk,Dairy,5,3.8500000000000005,,ALX-MAN-02
ORD-100238,2024-03-03,P005,Cheese,dairy,2,4.5,Ahmed Kamal,GIZ-6OCT-02
ORD-100239,2024-11-11,P007,Rice,grocery,2,$5.50,Mohamed Hassan,SHR-ZAG-01
ORD-100240,2024-09-12,P009,Apple,produce,4," 1.20 ",Ahmed Kamal,CAI-HEL-03
ORD-100241,2024-09-15,P008,Pasta,grocery,2,$4.40,Mona Adel,LUX-LUX-01
ORD-100242,2024-09-10,P010,Banana,Produce,3,1.1,Ahmed Kamal,CAI-HEL-03
ORD-100243,2024-03-09,P005,Cheese,Dairy,4,4.5,Omar Youssef,SUZ-SUZ-01
ORD-100244,2024-07-04,P009,Apple,Produce,1," 1.14 ",Mona Adel,SHR-ZAG-01
ORD-100245,2024-11-15,P010,Banana,Produce,2," 1.00 ",Fatma Said,GIZ-DOK-01
ORD-100246,2024-10-12,P006,Chicken,Meat,2," 8.25 ",John Smith,ALX-SMO-01
ORD-100247,2024-01-20,P003,Milk,dairy,4," 3.85 ",Mohamed Hassan,SHR-ZAG-01
ORD-100248,2024-06-16,P010,Banana,Produce,2,$0.95,,LUX-LUX-01
ORD-100249,2024-12-28,P010,Banana,Produce,4,$1.00,Sara Ali,QAL-BAN-01
ORD-100250,2024-08-01,P010,Banana,produce,1," 1.10 ",Omar Youssef,SHR-ZAG-01
ORD-100251,2024-01-27,P010,Banana,produce,2," 1.10 ",Omar Youssef,GHAR-TAN-01
ORD-100252,2024-01-17,P010,Banana,Produce,2," 1.00 ",Mohamed Hassan,GHAR-TAN-01
ORD-100253,2024-07-30,P004,Bread,Bakery,5," 2.75 ",John Smith,CAI-NAS-02
ORD-100254,2024-12-27,P003,Milk,Dairy,2,$3.85,,GHAR-TAN-01
ORD-100255,2024-09-26,P007,Rice,Grocery,2,$5.22,Mona Adel,ALX-SMO-01
ORD-100256,2024-11-08,P008,Pasta,grocery,2,$4.00,Mona Adel,ISL-FAI-01
ORD-100257,2024-05-27,P004,Bread,Bakery,3,$2.38,Mona Adel,ISL-FAI-01
ORD-100258,2024-05-27,P002,Tea,Beverage,5," 2.85 ",Mohamed Hassan,LUX-LUX-01
ORD-100259,2024-05-28,P001,Coffee,Beverage,1," 4.00 ",,CAI-HEL-03
ORD-100260,2024-04-19,P004,Bread,bakery,3,$2.75,Omar Youssef,GIZ-6OCT-02
ORD-100261,2024-05-04,P001,Coffee,beverage,2,4.0,Fatma Said,MNF-SHB-01
ORD-100262,2024-08-29,P002,Tea,Beverage,1,3.30,,SHR-ZAG-01
ORD-100263,2024-09-01,P004,Bread,Bakery,3,2.5,Sara Ali,GHAR-TAN-01
ORD-100264,2024-11-29,P010,Banana,Produce,5,1.00,Mohamed Hassan,CAI-DOW-01
ORD-100265,2024-01-19,P007,Rice,grocery,2,5.5,Sara Ali,DAR-DAM-01
ORD-100266,2024-06-20,P005,Cheese,Dairy,5," 4.95 ",Mohamed Hassan,MNF-SHB-01
ORD-100267,2024-09-15,P008,Pasta,grocery,2,$4.00,,MNF-SHB-01
ORD-100268,2024-11-27,P005,Cheese,Dairy,1,$4.50,Omar Youssef,MNF-SHB-01
ORD-100269,2024-03-30,P010,Banana,produce,4,$1.10,Sara Ali,SUZ-SUZ-01
ORD-100270,2024-04-04,P003,Milk,dairy,3,3.5,Omar Youssef,ALX-SMO-01
ORD-100271,2024-08-16,P005,Cheese,dairy,3,4.95,Fatma Said,DAR-DAM-01
ORD-100272,2024-12-20,P004,Bread,bakery,1,$2.38,Mona Adel,CAI-NAS-02
ORD-100273,2024-12-19,P002,Tea,beverage,3,3.30,Mohamed Hassan,ISL-FAI-01
ORD-100274,2024-09-01,P003,Milk,Dairy,5," 3.50 ",,GIZ-6OCT-02
ORD-100275,2024-10-02,P004,Bread,Bakery,5," 2.50 ",Fatma Said,LUX-LUX-01
ORD-100276,2024-02-09,P010,Banana,Produce,1,1.10,Mohamed Hassan,CAI-HEL-03
ORD-100277,2024-03-25,P006,Chicken,Meat,4,7.50,,GHAR-TAN-01
ORD-100278,2024-02-16,P009,Apple,Produce,1,1.14,,GIZ-DOK-01
